station,line,towards,countdown,time
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[4, 12, 19, 24, 34, 42, 49, 57, 64]",1638528355.850943
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[1, 11, 21, 31, 41, 51, 61]",1638528355.850943
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[2, 14, 25, 34, 44, 54, 61, 69]",1638528355.850943
Längenfeldgasse,U4,HEILIGENSTADT,"[4, 9, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638528355.850943
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 8, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68]",1638528355.850943
Längenfeldgasse,U6,FLORIDSDORF,"[4, 8, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638528355.850943
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638528355.850943
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 16, 24, 32, 39, 46, 54, 61, 69]",1638528355.850943
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[1, 10, 16, 24, 31, 39, 46, 54, 61, 69]",1638528355.850943
Längenfeldgasse U,12A,Eichenstraße,"[3, 13, 22, 32, 42, 52, 62]",1638528366.2160006
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[8, 19, 29, 39, 49, 59, 69]",1638528366.2160006
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[7, 13, 21, 28, 36, 43, 51, 58, 64, 66]",1638528366.2160006
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[4, 12, 19, 24, 34, 41, 49, 56, 64]",1638528366.2160006
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[1, 11, 21, 31, 41, 51, 61]",1638528366.2160006
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[2, 14, 25, 34, 44, 54, 61, 68]",1638528366.2160006
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528366.2160006
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 7, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528366.2160006
Längenfeldgasse,U6,FLORIDSDORF,"[4, 8, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638528366.2160006
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 4, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638528366.2160006
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 16, 23, 32, 38, 45, 53, 60, 68]",1638528366.2160006
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[1, 10, 15, 23, 30, 38, 45, 53, 60, 68]",1638528366.2160006
Längenfeldgasse U,12A,Eichenstraße,"[3, 13, 22, 32, 42, 52, 62]",1638528376.562606
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[8, 19, 29, 39, 49, 59, 69]",1638528376.562606
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[7, 13, 21, 28, 36, 43, 51, 58, 64, 66]",1638528376.562606
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[4, 12, 19, 24, 34, 41, 49, 56, 64]",1638528376.562606
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[1, 11, 21, 31, 41, 51, 61]",1638528376.562606
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[2, 14, 25, 34, 44, 54, 61, 68]",1638528376.562606
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528376.562606
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 7, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528376.562606
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528376.562606
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 4, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638528376.562606
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 16, 23, 32, 38, 45, 53, 60, 68]",1638528376.562606
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[0, 9, 15, 23, 30, 38, 45, 53, 60, 68]",1638528376.562606
Längenfeldgasse U,12A,Eichenstraße,"[3, 13, 22, 32, 42, 52, 62]",1638528386.9240787
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[8, 19, 29, 39, 49, 59, 69]",1638528386.9240787
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 13, 21, 28, 36, 43, 51, 58, 64, 66]",1638528386.9240787
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[4, 11, 19, 23, 34, 41, 49, 56, 64]",1638528386.9240787
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[0, 11, 21, 31, 41, 51, 61]",1638528386.9240787
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[2, 14, 24, 34, 44, 54, 61, 68]",1638528386.9240787
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528386.9240787
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 7, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528386.9240787
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528386.9240787
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 4, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638528386.9240787
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 8, 16, 23, 32, 38, 45, 53, 60, 68]",1638528386.9240787
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[0, 9, 15, 23, 30, 38, 45, 53, 60, 68]",1638528386.9240787
Längenfeldgasse U,12A,Eichenstraße,"[3, 12, 22, 32, 42, 52, 62]",1638528397.3070111
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[8, 18, 28, 38, 48, 58, 68]",1638528397.3070111
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 13, 20, 28, 35, 43, 50, 58, 64, 65]",1638528397.3070111
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[4, 11, 19, 23, 33, 41, 48, 56, 63]",1638528397.3070111
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[0, 10, 20, 30, 40, 50, 60]",1638528397.3070111
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[2, 14, 24, 33, 43, 53, 60, 68]",1638528397.3070111
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528397.3070111
Längenfeldgasse,U4,HÜTTELDORF,"[0, 6, 7, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528397.3070111
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528397.3070111
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 4, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638528397.3070111
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 8, 16, 23, 31, 38, 45, 53, 60, 68]",1638528397.3070111
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[0, 9, 15, 23, 30, 38, 45, 53, 60, 68]",1638528397.3070111
Längenfeldgasse U,12A,Eichenstraße,"[2, 12, 22, 32, 42, 52, 62]",1638528407.6856139
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[7, 18, 28, 38, 48, 58, 68]",1638528407.6856139
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 12, 20, 28, 35, 43, 50, 58, 64, 65]",1638528407.6856139
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[3, 11, 19, 23, 33, 41, 48, 56, 63]",1638528407.6856139
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[0, 10, 20, 30, 40, 50, 60]",1638528407.6856139
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[2, 13, 24, 33, 43, 53, 60, 68]",1638528407.6856139
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528407.6856139
Längenfeldgasse,U4,HÜTTELDORF,"[0, 4, 7, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528407.6856139
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528407.6856139
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 9, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638528407.6856139
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 8, 15, 23, 31, 38, 45, 53, 60, 68]",1638528407.6856139
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[0, 9, 15, 23, 30, 38, 45, 53, 60, 68]",1638528407.6856139
Längenfeldgasse U,12A,Eichenstraße,"[2, 12, 22, 32, 42, 52, 62]",1638528418.071731
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[7, 18, 28, 38, 48, 58, 68]",1638528418.071731
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[5, 13, 20, 28, 35, 43, 50, 58, 64, 65]",1638528418.071731
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[3, 11, 19, 23, 33, 41, 48, 56, 63]",1638528418.071731
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[0, 10, 20, 30, 40, 50, 60]",1638528418.071731
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 14, 24, 33, 43, 53, 60, 68]",1638528418.071731
Längenfeldgasse,U4,HEILIGENSTADT,"[3, 9, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528418.071731
Längenfeldgasse,U4,HÜTTELDORF,"[0, 4, 7, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67]",1638528418.071731
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528418.071731
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 9, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638528418.071731
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 8, 15, 23, 31, 38, 45, 53, 60, 68]",1638528418.071731
"Flurschützstraße, Längenfeldgasse",WLB,Wiener Neudorf,"[0, 9, 15, 23, 30, 38, 45, 53, 60, 68]",1638528418.071731
Längenfeldgasse U,12A,Eichenstraße,"[2, 12, 21, 31, 41, 51, 61]",1638528428.3936875
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[7, 18, 28, 38, 48, 58, 68]",1638528428.3936875
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[5, 12, 20, 27, 35, 42, 50, 57, 63, 65]",1638528428.3936875
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[3, 11, 19, 22, 33, 40, 48, 55, 63]",1638528428.3936875
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[0, 10, 20, 30, 40, 50, 60]",1638528428.3936875
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 13, 24, 33, 43, 53, 60, 67]",1638528428.3936875
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528428.3936875
Längenfeldgasse,U4,HÜTTELDORF,"[0, 4, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528428.3936875
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638528428.3936875
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 9, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638528428.3936875
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[8, 15, 22, 31, 37, 45, 52, 59, 67]",1638528428.3936875
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[9, 14, 22, 29, 37, 44, 52, 59, 67]",1638528428.3936875
Längenfeldgasse U,12A,Eichenstraße,"[1, 12, 21, 31, 41, 51, 61]",1638528438.7403548
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[7, 18, 28, 38, 48, 58, 68]",1638528438.7403548
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[5, 12, 20, 27, 35, 42, 50, 57, 63, 65]",1638528438.7403548
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[3, 11, 18, 22, 33, 40, 48, 55, 63]",1638528438.7403548
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[0, 10, 20, 30, 40, 50, 60]",1638528438.7403548
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 13, 23, 33, 43, 53, 60, 67]",1638528438.7403548
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528438.7403548
Längenfeldgasse,U4,HÜTTELDORF,"[0, 4, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528438.7403548
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638528438.7403548
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528438.7403548
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[8, 15, 22, 31, 37, 44, 52, 59, 67]",1638528438.7403548
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[9, 14, 22, 29, 37, 44, 52, 59, 67]",1638528438.7403548
Längenfeldgasse U,12A,Eichenstraße,"[1, 12, 21, 31, 41, 51, 61]",1638528449.1083164
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[7, 18, 28, 38, 48, 58, 68]",1638528449.1083164
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[5, 12, 20, 27, 35, 42, 50, 57, 63, 65]",1638528449.1083164
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[2, 9, 19, 22, 33, 40, 48, 55, 63]",1638528449.1083164
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[0, 10, 20, 30, 40, 50, 60]",1638528449.1083164
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 12, 23, 33, 43, 53, 60, 67]",1638528449.1083164
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528449.1083164
Längenfeldgasse,U4,HÜTTELDORF,"[0, 4, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528449.1083164
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638528449.1083164
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528449.1083164
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[8, 15, 22, 30, 37, 44, 52, 59, 67]",1638528449.1083164
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[9, 14, 22, 29, 37, 44, 52, 59, 67]",1638528449.1083164
Längenfeldgasse U,12A,Eichenstraße,"[0, 12, 21, 31, 41, 51, 61]",1638528459.4563284
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[6, 17, 27, 37, 47, 57, 67]",1638528459.4563284
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[4, 12, 19, 27, 34, 42, 49, 57, 63, 64]",1638528459.4563284
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[2, 9, 19, 22, 32, 40, 47, 55, 62]",1638528459.4563284
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[0, 9, 19, 29, 39, 49, 59, 69]",1638528459.4563284
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 12, 23, 32, 42, 52, 59, 67]",1638528459.4563284
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528459.4563284
Längenfeldgasse,U4,HÜTTELDORF,"[3, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528459.4563284
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638528459.4563284
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528459.4563284
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[7, 15, 22, 30, 37, 44, 52, 59, 67]",1638528459.4563284
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[9, 14, 22, 29, 37, 44, 52, 59, 67]",1638528459.4563284
Längenfeldgasse U,12A,Eichenstraße,"[0, 12, 21, 31, 41, 51, 61]",1638528469.8808007
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[6, 16, 27, 37, 47, 57, 67]",1638528469.8808007
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[4, 11, 19, 27, 34, 42, 49, 57, 63, 64]",1638528469.8808007
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[2, 9, 19, 22, 32, 40, 47, 55, 62]",1638528469.8808007
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[0, 9, 19, 29, 39, 49, 59, 69]",1638528469.8808007
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 12, 23, 32, 42, 52, 59, 67]",1638528469.8808007
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528469.8808007
Längenfeldgasse,U4,HÜTTELDORF,"[3, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528469.8808007
Längenfeldgasse,U6,FLORIDSDORF,"[2, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638528469.8808007
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528469.8808007
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[7, 15, 22, 30, 37, 44, 52, 59, 67]",1638528469.8808007
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[8, 13, 22, 29, 37, 44, 52, 59, 67]",1638528469.8808007
Längenfeldgasse U,12A,Eichenstraße,"[0, 12, 21, 31, 41, 51, 61]",1638528480.2586117
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[6, 16, 27, 37, 47, 57, 67]",1638528480.2586117
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[4, 11, 19, 27, 34, 42, 49, 57, 63, 64]",1638528480.2586117
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[2, 9, 18, 22, 32, 40, 47, 55, 62, 70]",1638528480.2586117
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[9, 19, 29, 39, 49, 59, 69]",1638528480.2586117
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 12, 23, 32, 42, 52, 59, 67]",1638528480.2586117
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528480.2586117
Längenfeldgasse,U4,HÜTTELDORF,"[3, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638528480.2586117
Längenfeldgasse,U6,FLORIDSDORF,"[1, 6, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638528480.2586117
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528480.2586117
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[7, 15, 22, 29, 37, 45, 52, 59, 67]",1638528480.2586117
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[9, 13, 22, 29, 37, 44, 52, 59, 67]",1638528480.2586117
Längenfeldgasse U,12A,Eichenstraße,"[0, 12, 20, 30, 40, 50, 60]",1638528490.6022363
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[6, 16, 27, 37, 47, 57, 67]",1638528490.6022363
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[4, 11, 19, 26, 34, 41, 49, 56, 62, 64]",1638528490.6022363
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[2, 9, 18, 21, 32, 39, 47, 54, 62, 69]",1638528490.6022363
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[9, 19, 29, 39, 49, 59, 69]",1638528490.6022363
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 12, 23, 32, 42, 52, 59, 66]",1638528490.6022363
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638528490.6022363
Längenfeldgasse,U4,HÜTTELDORF,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638528490.6022363
Längenfeldgasse,U6,FLORIDSDORF,"[1, 6, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638528490.6022363
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528490.6022363
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[7, 15, 21, 29, 36, 45, 51, 58, 66]",1638528490.6022363
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[9, 13, 21, 28, 36, 43, 51, 58, 66]",1638528490.6022363
Längenfeldgasse U,12A,Eichenstraße,"[0, 12, 20, 30, 40, 50, 60]",1638528501.0215125
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[6, 16, 27, 37, 47, 57, 67]",1638528501.0215125
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[4, 11, 19, 26, 34, 41, 49, 56, 62, 64]",1638528501.0215125
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[2, 9, 18, 21, 32, 39, 47, 54, 62, 69]",1638528501.0215125
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[9, 19, 29, 39, 49, 59, 69]",1638528501.0215125
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[0, 12, 23, 32, 42, 52, 59, 66]",1638528501.0215125
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638528501.0215125
Längenfeldgasse,U4,HÜTTELDORF,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638528501.0215125
Längenfeldgasse,U6,FLORIDSDORF,"[1, 6, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638528501.0215125
Längenfeldgasse,U6,FAHRSCHULE NICHT EINSTEIGEN !,[None],1638528501.0215125
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[7, 14, 21, 29, 36, 45, 51, 58, 66]",1638528501.0215125
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[8, 13, 21, 28, 36, 43, 51, 58, 66]",1638528501.0215125
Längenfeldgasse U,12A,Eichenstraße,"[0, 11, 20, 30, 40, 50, 60]",1638528511.3656824
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[6, 16, 26, 36, 46, 56, 66]",1638528511.3656824
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[3, 11, 18, 26, 33, 41, 48, 56, 62, 63]",1638528511.3656824
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[1, 9, 19, 21, 31, 39, 46, 54, 61, 69]",1638528511.3656824
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[8, 18, 28, 38, 48, 58, 68]",1638528511.3656824
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 11, 22, 32, 41, 51, 58, 66]",1638528511.3656824
Längenfeldgasse,U4,HEILIGENSTADT,"[1, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638528511.3656824
Längenfeldgasse,U4,HÜTTELDORF,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638528511.3656824
Längenfeldgasse,U6,FLORIDSDORF,"[0, 5, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638528511.3656824
Längenfeldgasse,U6,SIEBENHIRTEN,"[2, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638528511.3656824
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[5, 14, 21, 29, 36, 45, 51, 58, 66]",1638528511.3656824
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[8, 13, 21, 28, 36, 43, 51, 58, 66]",1638528511.3656824
Längenfeldgasse U,12A,Eichenstraße,"[0, 12, 20, 30, 40, 50, 60]",1638528521.7453992
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[5, 16, 26, 36, 46, 56, 66]",1638528521.7453992
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[3, 11, 18, 26, 33, 41, 48, 56, 62, 63]",1638528521.7453992
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[1, 8, 19, 21, 31, 39, 46, 54, 61, 69]",1638528521.7453992
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[8, 18, 28, 38, 48, 58, 68]",1638528521.7453992
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[1, 11, 22, 32, 41, 51, 58, 66]",1638528521.7453992
Längenfeldgasse,U4,HEILIGENSTADT,"[1, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638528521.7453992
Längenfeldgasse,U4,HÜTTELDORF,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638528521.7453992
